Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0125A","Galway City Bodkin Roundabout","SPO.IE.IE0125ASample1_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2012","15.607","ug/m3","86.61","","Traffic","suburban","-9.0492","53.2817","7.0","Galway                                                                          ","IE004C1                                           ","73963","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Ireland","","","IE0146A","","SPO-IE0146A_00005_100","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2012","17.266","ug/m3","62.30","","Background","suburban","-6.1906","53.6140","","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE001AP","Dublin Inchicore Davitt Road","SPO.IE.IE001APSample1_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2013","13.188","ug/m3","72.33","1","Traffic","Suburban","-6.3090","53.3363","10.0","Dublin                                                                          ","IE001C1                                           ","516255","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE001APSample1_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0110A","Cork Ballinlough Heatherton Park","SPO.IE.IE0110ASample1_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2013","15.104","ug/m3","89.86","1","Background","Suburban","-8.4571","51.8819","4.0","Cork                                                                            ","IE002C1                                           ","118713","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0110ASample1_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0125A","Galway City Bodkin Roundabout","SPO.IE.IE0125ASample1_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2013","20.782","ug/m3","94.79","1","Traffic","Suburban","-9.0492","53.2817","7.0","Galway                                                                          ","IE004C1                                           ","73963","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0125ASample1_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE002AP","Dublin Raheny Saint Anne's Park","SPO.IE.IE002APSample1_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2013","19.388","ug/m3","99.18","1","Background","Suburban","-6.1726","53.3688","10.0","Dublin                                                                          ","IE001C1                                           ","516255","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE002APSample1_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE001BP","Cork South Link Road Landfill","SPO.IE.IE001BPSample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2013","18.652","ug/m3","95.07","1","Traffic","Suburban","-8.4750","51.9111","12.0","Cork                                                                            ","IE002C1                                           ","118713","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE001BPSample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2013","13.647","ug/m3","93.42","1","Traffic","Urban","-6.2889","53.3417","9.0","Dublin                                                                          ","IE001C1                                           ","516255","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0098ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0036A","Dublin Ballyfermot Library","SPO.IE.IE0036ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2013","12.226","ug/m3","78.08","1","Background","Suburban","-6.3523","53.3405","43.0","Dublin                                                                          ","IE001C1                                           ","516255","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0036ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE003AP","Dublin Finglas Mellowes Road","SPO.IE.IE003APSample1_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2013","14.664","ug/m3","91.78","1","Background","Suburban","-6.3053","53.3903","64.0","Dublin                                                                          ","IE001C1                                           ","516255","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE003APSample1_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0090A","Monaghan Kilkitt Waterworks","SPO.IE.IE0090ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2013","10.503","ug/m3","98.36","1","Background","Rural","-6.8831","54.0661","170.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0090ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0141A","Wicklow Bray Wurzburg Road","SPO.IE.IE0141ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2013","19.779","ug/m3","99.73","1","Background","Suburban","-6.1217","53.1872","47.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0141ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0118A","Mayo Castlebar John Moore Road","SPO.IE.IE0118ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2013","14.894","ug/m3","96.71","1","Background","Suburban","-9.2997","53.8511","41.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0118ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0136A","Dublin Tallaght Old Bawn Road","SPO.IE.IE0136ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2013","16.724","ug/m3","99.73","1","Background","Suburban","-6.3588","53.2805","102.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0136ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0145A","Mayo Claremorris","SPO.IE.IE0145ASample1_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2013","13.232","ug/m3","95.34","1","Background","Rural","-9.0127","53.7039","44.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0145ASample1_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0131A","Dublin Blanchardstown River Road","SPO.IE.IE0131ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2013","19.813","ug/m3","100.00","1","Traffic","Suburban","-6.3699","53.3856","51.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0131ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0132A","Dublin Dun Laoghaire The Glen","SPO.IE.IE0132ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2013","17.176","ug/m3","71.51","1","Background","Suburban","-6.1319","53.2858","29.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0132ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0028A","Dublin Rathmines Wynnefield Road","SPO.IE.IE0028ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2013","16.463","ug/m3","99.45","1","Background","Urban","-6.2672","53.3220","27.0","Dublin                                                                          ","IE001C1                                           ","516255","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0028ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE001BP","Cork South Link Road Landfill","SPO.IE.IE001BPSample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2014","19.329","ug/m3","89.04","1","Traffic","Suburban","-8.4750","51.9111","12.0","Cork                                                                            ","IE002C1                                           ","118713","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE001BPSample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE002AP","Dublin Raheny Saint Anne's Park","SPO.IE.IE002APSample1_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2014","17.250","ug/m3","98.36","1","Background","Suburban","-6.1726","53.3688","10.0","Dublin                                                                          ","IE001C1                                           ","516255","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE002APSample1_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE001AP","Dublin Inchicore Davitt Road","SPO.IE.IE001APSample1_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2014","12.729","ug/m3","92.88","1","Traffic","Suburban","-6.3090","53.3363","10.0","Dublin                                                                          ","IE001C1                                           ","516255","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE001APSample1_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0125A","Galway City Bodkin Roundabout","SPO.IE.IE0125ASample1_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2014","15.048","ug/m3","59.45","1","Traffic","Suburban","-9.0492","53.2817","7.0","Galway                                                                          ","IE004C1                                           ","73963","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0125ASample1_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0110A","Cork Ballinlough Heatherton Park","SPO.IE.IE0110ASample1_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2014","16.192","ug/m3","71.23","1","Background","Suburban","-8.4571","51.8819","4.0","Cork                                                                            ","IE002C1                                           ","118713","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0110ASample1_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE001CM","Laois Portlaoise Dublin Road","SPO.IE.IE001CMSample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2014","24.246","ug/m3","27.12","1","Background","Suburban","-7.2887","53.0361","107.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE001CMSample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0090A","Monaghan Kilkitt Waterworks","SPO.IE.IE0090ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2014","8.893","ug/m3","95.89","1","Background","Rural","-6.8831","54.0661","170.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0090ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0145A","Mayo Claremorris","SPO.IE.IE0145ASample1_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2014","9.467","ug/m3","87.67","1","Background","Rural","-9.0127","53.7039","44.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0145ASample1_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0136A","Dublin Tallaght Old Bawn Road","SPO.IE.IE0136ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2014","14.678","ug/m3","98.90","1","Background","Suburban","-6.3588","53.2805","102.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0136ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0132A","Dublin Dun Laoghaire The Glen","SPO.IE.IE0132ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2014","13.780","ug/m3","83.84","1","Background","Suburban","-6.1319","53.2858","29.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0132ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0131A","Dublin Blanchardstown River Road","SPO.IE.IE0131ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2014","17.540","ug/m3","98.90","1","Traffic","Suburban","-6.3699","53.3856","51.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0131ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0141A","Wicklow Bray Wurzburg Road","SPO.IE.IE0141ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2014","16.900","ug/m3","49.32","1","Background","Suburban","-6.1217","53.1872","47.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0141ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2014","13.971","ug/m3","96.16","1","Traffic","Urban","-6.2889","53.3417","9.0","Dublin                                                                          ","IE001C1                                           ","516255","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0098ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE001DM","Wexford Enniscorthy Parnell Road","SPO.IE.IE001DMSample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2014","13.794","ug/m3","23.84","1","Background","Suburban","-6.5708","52.4985","30.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE001DMSample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE001AP","Dublin Inchicore Davitt Road","SPO.IE.IE001APSample1_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2015","13.235","ug/m3","97.26","1","Traffic","Suburban","-6.3090","53.3363","10.0","Dublin                                                                          ","IE001C1                                           ","516255","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE001APSample1_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE001BP","Cork South Link Road Landfill","SPO.IE.IE001BPSample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2015","17.125","ug/m3","61.92","1","Traffic","Suburban","-8.4750","51.9111","12.0","Cork                                                                            ","IE002C1                                           ","118713","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE001BPSample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0095A","Dublin Phoenix Park Ordnance Survey Road","SPO.IE.IE0095ASample1_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2015","11.568","ug/m3","99.45","1","Background","Suburban","-6.3490","53.3644","35.0","Dublin                                                                          ","IE001C1                                           ","516255","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0095ASample1_5.parquet",""
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE002AP","Dublin Raheny Saint Anne's Park","SPO.IE.IE002APSample1_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2015","15.198","ug/m3","99.73","1","Background","Suburban","-6.1726","53.3688","10.0","Dublin                                                                          ","IE001C1                                           ","516255","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE002APSample1_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0110A","Cork Ballinlough Heatherton Park","SPO.IE.IE0110ASample1_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2015","12.471","ug/m3","45.75","1","Background","Suburban","-8.4571","51.8819","4.0","Cork                                                                            ","IE002C1                                           ","118713","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0110ASample1_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0125A","Galway City Bodkin Roundabout","SPO.IE.IE0125ASample1_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2015","15.173","ug/m3","76.44","1","Traffic","Suburban","-9.0492","53.2817","7.0","Galway                                                                          ","IE004C1                                           ","73963","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0125ASample1_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0036A","Dublin Ballyfermot Library","SPO.IE.IE0036ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2015","11.672","ug/m3","90.68","1","Background","Suburban","-6.3523","53.3405","43.0","Dublin                                                                          ","IE001C1                                           ","516255","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0036ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0136A","Dublin Tallaght Old Bawn Road","SPO.IE.IE0136ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2015","14.116","ug/m3","98.08","1","Background","Suburban","-6.3588","53.2805","102.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0136ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE001CM","Laois Portlaoise Dublin Road","SPO.IE.IE001CMSample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2015","15.215","ug/m3","51.51","1","Background","Suburban","-7.2887","53.0361","107.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE001CMSample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0145A","Mayo Claremorris","SPO.IE.IE0145ASample1_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2015","10.208","ug/m3","97.26","1","Background","Rural","-9.0127","53.7039","44.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0145ASample1_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0132A","Dublin Dun Laoghaire The Glen","SPO.IE.IE0132ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2015","13.291","ug/m3","98.90","1","Background","Suburban","-6.1319","53.2858","29.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0132ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0090A","Monaghan Kilkitt Waterworks","SPO.IE.IE0090ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2015","9.220","ug/m3","89.59","1","Background","Rural","-6.8831","54.0661","170.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0090ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0118A","Mayo Castlebar John Moore Road","SPO.IE.IE0118ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2015","12.946","ug/m3","98.36","1","Background","Suburban","-9.2997","53.8511","41.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0118ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0028A","Dublin Rathmines Wynnefield Road","SPO.IE.IE0028ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2015","15.331","ug/m3","99.45","1","Background","Urban","-6.2672","53.3220","27.0","Dublin                                                                          ","IE001C1                                           ","516255","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0028ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2015","13.833","ug/m3","98.08","1","Traffic","Urban","-6.2889","53.3417","9.0","Dublin                                                                          ","IE001C1                                           ","516255","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0098ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0131A","Dublin Blanchardstown River Road","SPO.IE.IE0131ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2015","17.384","ug/m3","98.90","1","Traffic","Suburban","-6.3699","53.3856","51.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0131ASample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0137A","Clare Ennis Drumbiggle Road","SPO.IE.IE0137ASample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2015","17.724","ug/m3","93.97","1","Background","Suburban","-8.9893","52.8432","5.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0137ASample2_5.parquet",""
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE001DM","Wexford Enniscorthy Parnell Road","SPO.IE.IE001DMSample2_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2015","10.493","ug/m3","49.59","1","Background","Suburban","-6.5708","52.4985","30.0","","","","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE001DMSample2_5.parquet","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0095A","Dublin Phoenix Park Ordnance Survey Road","SPO.IE.IE0095ASample1_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2016","10.505","ug/m3","95.63","1","Background","Suburban","-6.3490","53.3644","35.0","Dublin                                                                          ","IE001C1                                           ","516255","E1a/validated data AQ e-Reporting","03/07/2025 21:59:06","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IE/SPO.IE.IE0095ASample1_5.parquet","day"
