year,AreaOfResidence,Latitude,Longitude,parameter,value
2009,M.CUMMERAGH NO.1,51.881,-10.019,Precipitation Amount,2637.9
2009,M.CUMMERAGH NO.2,51.876,-9.983,Precipitation Amount,3553.2
2009,M.CUMMERAGH NO.3,51.869,-9.974,Precipitation Amount,3856.3
2009,M.CUMMERAGH NO.4,51.86,-10.003,Precipitation Amount,2918.4
2009,M.CUMMERAGH NO.5,51.853,-10.058,Precipitation Amount,2896.9
2009,M.DUFF HILL,53.104,-6.376,Precipitation Amount,1841
2009,M.GLENMALURE (Cloghernagh For.),52.954,-6.376,Precipitation Amount,1710.1
2009,M.GLENTORNAN (Grogan More),55.014,-8.224,Precipitation Amount,2385.8
2009,M.GLENTORNAN (L.Nabruckbaddy),55.013,-8.212,Precipitation Amount,2297
2009,M.GREENCASTLE (Craughaulin Mtn),55.221,-7.018,Precipitation Amount,880.5
2009,M.INCHIGEELAGH (Pipe Hill),51.806,-9.158,Precipitation Amount,2142.3
2009,M.LOUGH ESKE (Burns Mtn.),54.706,-8.089,Precipitation Amount,2010.1
2009,M.LOUGH OULER,53.064,-6.364,Precipitation Amount,2274.2
2009,M.MOANBANE NO.1,53.083,-6.458,Precipitation Amount,1539.5
2009,M.MOANBANE NO.4,53.086,-6.442,Precipitation Amount,1525.1
2009,M.MULLAGHCLEEVAUN,53.103,-6.367,Precipitation Amount,2048.4
2009,M.RATHDRUM (Ballintombay For.),52.951,-6.297,Precipitation Amount,1344.9
2009,M.SALLY GAP,53.139,-6.317,Precipitation Amount,1850.9
2009,MAAM VALLEY,53.537,-9.609,Greatest Daily Fall,49.9
2009,MAAM VALLEY,53.537,-9.609,Number of Rain Days,282
2009,MAAM VALLEY,53.537,-9.609,Number of Wet Days,241
2009,MAAM VALLEY,53.537,-9.609,Precipitation Amount,2676.4
2009,MAAM VALLEY,53.537,-9.609,Maximum Temperature,13.984
2009,MAAM VALLEY,53.537,-9.609,Minimum Temperature,7.173
2009,MACE HEAD,53.326,-9.901,Precipitation Amount,1238.5
2009,MACE HEAD,53.32611111111112,-9.901111111111112,Mean Temperature,108.167
2009,MACROOM (Curraleigh),51.974,-9.072,Greatest Daily Fall,67.3
2009,MACROOM (Curraleigh),51.974,-9.072,Number of Rain Days,238
2009,MACROOM (Curraleigh),51.974,-9.072,Number of Wet Days,222
2009,MACROOM (Curraleigh),51.974,-9.072,Precipitation Amount,2471.8
2009,MACROOM (Renaniree),51.9,-9.161,Greatest Daily Fall,82.6
2009,MACROOM (Renaniree),51.9,-9.161,Number of Rain Days,284
2009,MACROOM (Renaniree),51.9,-9.161,Number of Wet Days,210
2009,MACROOM (Renaniree),51.9,-9.161,Precipitation Amount,2339.6
2009,MALAHIDE CASTLE,53.445,-6.163,Greatest Daily Fall,35.5
2009,MALAHIDE CASTLE,53.445,-6.163,Number of Rain Days,209
2009,MALAHIDE CASTLE,53.445,-6.163,Number of Wet Days,138
2009,MALAHIDE CASTLE,53.445,-6.163,Precipitation Amount,864.2
2009,MALIN HEAD,55.372,-7.339,Precipitation Amount,1171.7
2009,MALIN HEAD,55.371944444444445,-7.34,Mean Temperature,111.451
2009,MALLOW (Hazelwood),52.191,-8.65,Greatest Daily Fall,26.5
2009,MALLOW (Hazelwood),52.191,-8.65,Number of Rain Days,240
2009,MALLOW (Hazelwood),52.191,-8.65,Number of Wet Days,186
2009,MALLOW (Hazelwood),52.191,-8.65,Precipitation Amount,1246.5
2009,MALLOW (Spa House),52.139,-8.635,Greatest Daily Fall,34.6
2009,MALLOW (Spa House),52.139,-8.635,Number of Rain Days,199
2009,MALLOW (Spa House),52.139,-8.635,Number of Wet Days,166
2009,MALLOW (Spa House),52.139,-8.635,Precipitation Amount,1283.1
2009,MALLOW (Spa House),52.139,-8.635,Maximum Temperature,14.569
2009,MALLOW (Spa House),52.139,-8.635,Minimum Temperature,6.313
2009,MANORHAMILTON (Amorset),54.307,-8.182,Greatest Daily Fall,26.7
2009,MANORHAMILTON (Amorset),54.307,-8.182,Number of Rain Days,272
2009,MANORHAMILTON (Amorset),54.307,-8.182,Number of Wet Days,242
2009,MANORHAMILTON (Amorset),54.307,-8.182,Precipitation Amount,1749.4
2009,MARKREE,54.175,-8.456,Precipitation Amount,1335.8
2009,MARKREE CASTLE,54.175,-8.45611111111111,Mean Temperature,92.554
2009,MEELICK (Victoria Lock),53.168,-8.081,Greatest Daily Fall,35.4
2009,MEELICK (Victoria Lock),53.168,-8.081,Number of Rain Days,225
2009,MEELICK (Victoria Lock),53.168,-8.081,Number of Wet Days,174
2009,MEELICK (Victoria Lock),53.168,-8.081,Precipitation Amount,1132
2009,MILLSTREET (Coomlogane),52.065,-9.079,Greatest Daily Fall,46.9
2009,MILLSTREET (Coomlogane),52.065,-9.079,Number of Rain Days,229
2009,MILLSTREET (Coomlogane),52.065,-9.079,Number of Wet Days,195
2009,MILLSTREET (Coomlogane),52.065,-9.079,Precipitation Amount,1864.1
2009,MILLSTREET SEWAGE WORKS,52.066,-9.058,Greatest Daily Fall,39.6
2009,MILLSTREET SEWAGE WORKS,52.066,-9.058,Number of Rain Days,211
2009,MILLSTREET SEWAGE WORKS,52.066,-9.058,Number of Wet Days,158
2009,MILLSTREET SEWAGE WORKS,52.066,-9.058,Precipitation Amount,1784.4
2009,MILLTOWN,53.612,-8.893,Greatest Daily Fall,49.4
2009,MILLTOWN,53.612,-8.893,Number of Rain Days,276
2009,MILLTOWN,53.612,-8.893,Number of Wet Days,202
2009,MILLTOWN,53.612,-8.893,Precipitation Amount,1304.1
2009,MITCHELSTOWN (Glenatluckey),52.239,-8.249,Greatest Daily Fall,42
2009,MITCHELSTOWN (Glenatluckey),52.239,-8.249,Number of Rain Days,181
2009,MITCHELSTOWN (Glenatluckey),52.239,-8.249,Number of Wet Days,172
2009,MITCHELSTOWN (Glenatluckey),52.239,-8.249,Precipitation Amount,1479.3
2009,MONAGHAN (Castleshane),54.236,-6.894,Greatest Daily Fall,66.1
2009,MONAGHAN (Castleshane),54.236,-6.894,Number of Rain Days,253
2009,MONAGHAN (Castleshane),54.236,-6.894,Number of Wet Days,185
2009,MONAGHAN (Castleshane),54.236,-6.894,Precipitation Amount,1209.9
2009,MONAGHAN (Knockroe),54.245,-6.986,Greatest Daily Fall,38.6
2009,MONAGHAN (Knockroe),54.245,-6.986,Number of Rain Days,244
2009,MONAGHAN (Knockroe),54.245,-6.986,Number of Wet Days,182
2009,MONAGHAN (Knockroe),54.245,-6.986,Precipitation Amount,1140.4
2009,MONAMOLIN,52.551,-6.356,Greatest Daily Fall,37.1
2009,MONAMOLIN,52.551,-6.356,Number of Rain Days,162
2009,MONAMOLIN,52.551,-6.356,Number of Wet Days,119
2009,MONAMOLIN,52.551,-6.356,Precipitation Amount,1338.1
2009,MONEYSTOWN,53.012,-6.227,Greatest Daily Fall,53.6
2009,MONEYSTOWN,53.012,-6.227,Number of Rain Days,110
2009,MONEYSTOWN,53.012,-6.227,Number of Wet Days,100
2009,MONEYSTOWN,53.012,-6.226,Precipitation Amount,1997
2009,MOORE PARK,52.164,-8.264,Precipitation Amount,1272.6
2009,MOOREPARK,52.16388888888888,-8.26388888888889,Mean Temperature,98.26
2009,MOUNT RUSSELL,52.33,-8.569,Greatest Daily Fall,40.1
2009,MOUNT RUSSELL,52.33,-8.569,Number of Rain Days,272
2009,MOUNT RUSSELL,52.33,-8.569,Number of Wet Days,222
2009,MOUNT RUSSELL,52.33,-8.569,Precipitation Amount,1609.8
2009,MOUNT RUSSELL,52.33,-8.569,Maximum Temperature,13.006
2009,MOUNT RUSSELL,52.33,-8.569,Minimum Temperature,6.836
2009,MOYARD (Shanbolard),53.562,-10.058,Greatest Daily Fall,30
2009,MOYARD (Shanbolard),53.562,-10.058,Number of Rain Days,259
2009,MOYARD (Shanbolard),53.562,-10.058,Number of Wet Days,215
2009,MOYARD (Shanbolard),53.562,-10.058,Precipitation Amount,1585.2
2009,MT DILLON,53.727,-7.981,Precipitation Amount,1261.2
2009,MT DILLON,53.72694,-7.98083,Mean Temperature,91.24
2009,MULLAGH (Carrowlagan),52.798,-9.401,Greatest Daily Fall,38.7
2009,MULLAGH (Carrowlagan),52.798,-9.401,Number of Rain Days,256
2009,MULLAGH (Carrowlagan),52.798,-9.401,Number of Wet Days,207
2009,MULLAGH (Carrowlagan),52.798,-9.401,Precipitation Amount,1559.6
2009,MULLINAHONE (Killaghy),52.521,-7.51,Greatest Daily Fall,25.4
2009,MULLINAHONE (Killaghy),52.521,-7.51,Number of Rain Days,220
2009,MULLINAHONE (Killaghy),52.521,-7.51,Number of Wet Days,172
2009,MULLINAHONE (Killaghy),52.521,-7.51,Precipitation Amount,1208.1
2009,MULLINAVAT (Glendonnell),52.363,-7.156,Greatest Daily Fall,33.9
2009,MULLINAVAT (Glendonnell),52.363,-7.156,Number of Rain Days,189
2009,MULLINAVAT (Glendonnell),52.363,-7.156,Number of Wet Days,168
2009,MULLINAVAT (Glendonnell),52.363,-7.156,Precipitation Amount,1383.1
2009,MULLINGAR,53.537,-7.362,Precipitation Amount,1182.4
2009,MULLINGAR,53.53694444444445,-7.361944444444444,Mean Temperature,93.268
2009,MULRANY (Doughbeg),53.886,-9.809,Greatest Daily Fall,29.3
2009,MULRANY (Doughbeg),53.886,-9.809,Number of Rain Days,280
2009,MULRANY (Doughbeg),53.886,-9.809,Number of Wet Days,242
2009,MULRANY (Doughbeg),53.886,-9.809,Precipitation Amount,1666.2
2009,MURRISK,53.782,-9.629,Greatest Daily Fall,39.5
2009,MURRISK,53.782,-9.629,Number of Rain Days,255
2009,MURRISK,53.782,-9.629,Number of Wet Days,214
2009,MURRISK,53.782,-9.629,Precipitation Amount,1574.2
2009,MUSKERRY (Golf Club),51.919,-8.61,Greatest Daily Fall,34.5
2009,MUSKERRY (Golf Club),51.919,-8.61,Number of Rain Days,169
2009,MUSKERRY (Golf Club),51.919,-8.61,Number of Wet Days,152
2009,MUSKERRY (Golf Club),51.919,-8.61,Precipitation Amount,1396.2
2009,NAAS (C.B.S.),53.218,-6.658,Greatest Daily Fall,40.8
2009,NAAS (C.B.S.),53.218,-6.658,Number of Rain Days,138
2009,NAAS (C.B.S.),53.218,-6.658,Number of Wet Days,127
2009,NAAS (C.B.S.),53.218,-6.658,Precipitation Amount,777.9
2009,NAAS (Osberstown),53.224,-6.693,Greatest Daily Fall,35.5
2009,NAAS (Osberstown),53.224,-6.693,Number of Rain Days,196
2009,NAAS (Osberstown),53.224,-6.693,Number of Wet Days,163
2009,NAAS (Osberstown),53.224,-6.693,Precipitation Amount,1020.6
2009,NEWBLISS (Crappagh),54.139,-7.105,Greatest Daily Fall,48.7
2009,NEWBLISS (Crappagh),54.139,-7.105,Number of Rain Days,246
2009,NEWBLISS (Crappagh),54.139,-7.105,Number of Wet Days,189
2009,NEWBLISS (Crappagh),54.139,-7.105,Precipitation Amount,1245.8
2009,NEWBLISS (Drumshannon),54.164,-7.121,Greatest Daily Fall,46.9
2009,NEWBLISS (Drumshannon),54.164,-7.121,Number of Rain Days,231
2009,NEWBLISS (Drumshannon),54.164,-7.121,Number of Wet Days,192
2009,NEWBLISS (Drumshannon),54.164,-7.121,Precipitation Amount,1254.4
2009,NEWCASTLE WEST (Castle Demesne),52.451,-9.065,Greatest Daily Fall,31.7
2009,NEWCASTLE WEST (Castle Demesne),52.451,-9.065,Number of Rain Days,245
2009,NEWCASTLE WEST (Castle Demesne),52.451,-9.065,Number of Wet Days,187
2009,NEWCASTLE WEST (Castle Demesne),52.451,-9.065,Precipitation Amount,1254.7
2009,NEWMARKET (New Street),52.215,-9.001,Greatest Daily Fall,59.1
2009,NEWMARKET (New Street),52.215,-9.001,Number of Rain Days,259
2009,NEWMARKET (New Street),52.215,-9.001,Number of Wet Days,214
2009,NEWMARKET (New Street),52.215,-9.001,Precipitation Amount,1633.6
2009,NEWMARKET BALLINATONA P.H.,52.258,-9.049,Greatest Daily Fall,32.2
2009,NEWMARKET BALLINATONA P.H.,52.258,-9.049,Number of Rain Days,254
2009,NEWMARKET BALLINATONA P.H.,52.258,-9.049,Number of Wet Days,214
2009,NEWMARKET BALLINATONA P.H.,52.258,-9.049,Precipitation Amount,1747.1
2009,NEWPORT,53.924,-9.573,Precipitation Amount,1705.3
2009,NEWPORT (Ardagh Lodge),53.892,-9.606,Greatest Daily Fall,31.5
2009,NEWPORT (Ardagh Lodge),53.892,-9.606,Number of Rain Days,261
2009,NEWPORT (Ardagh Lodge),53.892,-9.606,Number of Wet Days,218
2009,NEWPORT (Ardagh Lodge),53.892,-9.606,Precipitation Amount,1483.1
2009,NEWPORT (Coole),52.726,-8.403,Greatest Daily Fall,38.4
2009,NEWPORT (Coole),52.726,-8.403,Number of Rain Days,240
2009,NEWPORT (Coole),52.726,-8.403,Number of Wet Days,200
2009,NEWPORT (Coole),52.726,-8.403,Precipitation Amount,1360.9
2009,NEWPORT (Furnace),53.924,-9.571,Greatest Daily Fall,67.1
2009,NEWPORT (Furnace),53.924,-9.571,Number of Rain Days,285
2009,NEWPORT (Furnace),53.924,-9.571,Number of Wet Days,236
2009,NEWPORT (Furnace),53.924,-9.571,Precipitation Amount,1810.1
2009,NEWPORT (Furnace),53.924,-9.571,Maximum Temperature,13.723
2009,NEWPORT (Furnace),53.924,-9.571,Minimum Temperature,7.682
2009,NEWPORT FURNACE,53.92194444444444,-9.571944444444444,Mean Temperature,104.039
2009,NEWTOWNMOUNTKENNEDY FOREST LAB.,53.098,-6.114,Number of Rain Days,17
2009,NEWTOWNMOUNTKENNEDY FOREST LAB.,53.098,-6.114,Number of Wet Days,13
2009,NEWTOWNMOUNTKENNEDY FOREST LAB.,53.098,-6.114,Precipitation Amount,734.9
2009,OAK PARK,52.861111111111114,-6.915,Mean Temperature,97.636
2009,"OAK PARK,,,,,,,,,,,,,,,,,,,,,,,",52.861,-6.915,Precipitation Amount,1124.2
2009,OLD ROSS (Dunanore),52.394,-6.848,Greatest Daily Fall,37.6
2009,OLD ROSS (Dunanore),52.394,-6.848,Number of Rain Days,195
2009,OLD ROSS (Dunanore),52.394,-6.848,Number of Wet Days,148
2009,OLD ROSS (Dunanore),52.394,-6.848,Precipitation Amount,1636.6
2009,OLDBRIDGE (Oakview),53.053,-6.276,Greatest Daily Fall,47.4
2009,OLDBRIDGE (Oakview),53.053,-6.276,Number of Rain Days,172
2009,OLDBRIDGE (Oakview),53.053,-6.276,Number of Wet Days,116
2009,OLDBRIDGE (Oakview),53.053,-6.276,Precipitation Amount,1481.9
2009,OMEATH,54.087,-6.256,Greatest Daily Fall,43.5
2009,OMEATH,54.087,-6.256,Number of Rain Days,240
2009,OMEATH,54.087,-6.256,Number of Wet Days,180
2009,OMEATH,54.087,-6.256,Precipitation Amount,1298.6
2009,OUGHTERARD GOLF CLUB,53.422,-9.284,Greatest Daily Fall,48.2
2009,OUGHTERARD GOLF CLUB,53.422,-9.284,Number of Rain Days,74
2009,OUGHTERARD GOLF CLUB,53.422,-9.284,Number of Wet Days,67
2009,OUGHTERARD GOLF CLUB,53.422,-9.284,Precipitation Amount,675.9
2009,PARKNAHOWN CULLAHILL,52.815,-7.492,Greatest Daily Fall,30.7
2009,PARKNAHOWN CULLAHILL,52.815,-7.492,Number of Rain Days,226
2009,PARKNAHOWN CULLAHILL,52.815,-7.492,Number of Wet Days,151
2009,PARKNAHOWN CULLAHILL,52.815,-7.492,Precipitation Amount,1106.7
2009,PATRICKSWELL (Dooneen),52.595,-8.673,Greatest Daily Fall,30
2009,PATRICKSWELL (Dooneen),52.595,-8.673,Number of Rain Days,207
2009,PATRICKSWELL (Dooneen),52.595,-8.673,Number of Wet Days,166
2009,PATRICKSWELL (Dooneen),52.595,-8.673,Precipitation Amount,1023.7
2009,PAULSTOWN (Shankill Castle),52.688,-7.018,Greatest Daily Fall,31.1
2009,PAULSTOWN (Shankill Castle),52.688,-7.018,Number of Rain Days,227
2009,PAULSTOWN (Shankill Castle),52.688,-7.018,Number of Wet Days,165
2009,PAULSTOWN (Shankill Castle),52.688,-7.018,Precipitation Amount,1120.1
2009,PETTIGO (Belault),54.548,-7.891,Greatest Daily Fall,38
2009,PETTIGO (Belault),54.548,-7.891,Number of Rain Days,254
2009,PETTIGO (Belault),54.548,-7.891,Number of Wet Days,226
2009,PETTIGO (Belault),54.548,-7.891,Precipitation Amount,1747.5
2009,PETTIGO (Lough Derg),54.607,-7.861,Greatest Daily Fall,35.8
2009,PETTIGO (Lough Derg),54.607,-7.861,Number of Rain Days,281
2009,PETTIGO (Lough Derg),54.607,-7.861,Number of Wet Days,236
2009,PETTIGO (Lough Derg),54.607,-7.861,Precipitation Amount,1957.2
2009,PHOENIX PARK,53.364,-6.35,Precipitation Amount,895.2
2009,POLLMOUNTY FISH FARM,52.467,-6.903,Greatest Daily Fall,40.7
2009,POLLMOUNTY FISH FARM,52.467,-6.903,Number of Rain Days,163
2009,POLLMOUNTY FISH FARM,52.467,-6.903,Number of Wet Days,138
2009,POLLMOUNTY FISH FARM,52.467,-6.903,Precipitation Amount,1467.5
2009,PORTLAW-MAYFIELD II,52.291,-7.301,Greatest Daily Fall,37.5
2009,PORTLAW-MAYFIELD II,52.291,-7.301,Number of Rain Days,207
2009,PORTLAW-MAYFIELD II,52.291,-7.301,Number of Wet Days,166
2009,PORTLAW-MAYFIELD II,52.291,-7.301,Precipitation Amount,1428
2009,PORTUMNA O.P.W.,53.091,-8.194,Greatest Daily Fall,48.2
2009,PORTUMNA O.P.W.,53.091,-8.194,Number of Rain Days,239
2009,PORTUMNA O.P.W.,53.091,-8.194,Number of Wet Days,173
2009,PORTUMNA O.P.W.,53.091,-8.194,Precipitation Amount,1190.8
2009,QUIGLEY'S POINT (Three Trees),55.106,-7.216,Greatest Daily Fall,32.4
2009,QUIGLEY'S POINT (Three Trees),55.106,-7.216,Number of Rain Days,265
2009,QUIGLEY'S POINT (Three Trees),55.106,-7.216,Number of Wet Days,209
2009,QUIGLEY'S POINT (Three Trees),55.106,-7.216,Precipitation Amount,1348.7
2009,QUILTY,52.815,-9.461,Greatest Daily Fall,33
2009,QUILTY,52.815,-9.461,Number of Rain Days,244
2009,QUILTY,52.815,-9.461,Number of Wet Days,196
2009,QUILTY,52.815,-9.461,Precipitation Amount,1477.6
2009,RATHKEALE (Duxton),52.48,-8.912,Greatest Daily Fall,27.1
2009,RATHKEALE (Duxton),52.48,-8.912,Number of Rain Days,221
2009,RATHKEALE (Duxton),52.48,-8.912,Number of Wet Days,188
2009,RATHKEALE (Duxton),52.48,-8.912,Precipitation Amount,1175
2009,RATHWIRE,53.508,-7.141,Greatest Daily Fall,30.1
2009,RATHWIRE,53.508,-7.141,Number of Rain Days,241
2009,RATHWIRE,53.508,-7.141,Number of Wet Days,178
2009,RATHWIRE,53.508,-7.141,Precipitation Amount,1099.2
2009,RATOATH,53.505,-6.464,Greatest Daily Fall,30.5
2009,RATOATH,53.505,-6.464,Number of Rain Days,224
2009,RATOATH,53.505,-6.464,Number of Wet Days,159
2009,RATOATH,53.505,-6.464,Precipitation Amount,1035.4
2009,RIVERSTOWN (Glenmore Upper),54.036,-6.238,Greatest Daily Fall,36.2
2009,RIVERSTOWN (Glenmore Upper),54.036,-6.238,Number of Rain Days,241
2009,RIVERSTOWN (Glenmore Upper),54.036,-6.238,Number of Wet Days,183
2009,RIVERSTOWN (Glenmore Upper),54.036,-6.238,Precipitation Amount,1149.3
2009,ROADS,52.019,-10.139,Greatest Daily Fall,67.3
2009,ROADS,52.019,-10.139,Number of Rain Days,218
2009,ROADS,52.019,-10.139,Number of Wet Days,168
2009,ROADS,52.019,-10.139,Precipitation Amount,1722.3
2009,ROCHES POINT,51.793,-8.244,Precipitation Amount,1171.3
2009,ROCHES POINT,51.793055555555554,-8.243888888888888,Mean Temperature,105.416
2009,ROSCOMMON (Voc.Sch.) II,53.626,-8.201,Greatest Daily Fall,52.5
2009,ROSCOMMON (Voc.Sch.) II,53.626,-8.201,Number of Rain Days,169
2009,ROSCOMMON (Voc.Sch.) II,53.626,-8.201,Number of Wet Days,134
2009,ROSCOMMON (Voc.Sch.) II,53.626,-8.201,Precipitation Amount,1521.5
2009,ROSCREA (New Road),52.953,-7.794,Greatest Daily Fall,48.1
2009,ROSCREA (New Road),52.953,-7.794,Number of Rain Days,231
2009,ROSCREA (New Road),52.953,-7.794,Number of Wet Days,196
2009,ROSCREA (New Road),52.953,-7.794,Precipitation Amount,1274.9
2009,ROSSCARBERY (Froe),51.595,-9.035,Greatest Daily Fall,63.4
2009,ROSSCARBERY (Froe),51.595,-9.035,Number of Rain Days,220
2009,ROSSCARBERY (Froe),51.595,-9.035,Number of Wet Days,191
2009,ROSSCARBERY (Froe),51.595,-9.035,Precipitation Amount,1733.8
2009,ROSSINVER ORGANIC CENTRE,54.393,-8.12,Greatest Daily Fall,24
2009,ROSSINVER ORGANIC CENTRE,54.393,-8.12,Number of Rain Days,182
2009,ROSSINVER ORGANIC CENTRE,54.393,-8.12,Number of Wet Days,158
2009,ROSSINVER ORGANIC CENTRE,54.393,-8.12,Precipitation Amount,1403.4
2009,ROUNDWOOD (Filter Beds),53.048,-6.189,Greatest Daily Fall,48.1
2009,ROUNDWOOD (Filter Beds),53.048,-6.189,Number of Rain Days,163
2009,ROUNDWOOD (Filter Beds),53.048,-6.189,Number of Wet Days,138
2009,ROUNDWOOD (Filter Beds),53.048,-6.189,Precipitation Amount,1359.8
2009,SCARRIFF (Fossabeg),52.915,-8.541,Greatest Daily Fall,28.2
2009,SCARRIFF (Fossabeg),52.915,-8.541,Number of Rain Days,234
2009,SCARRIFF (Fossabeg),52.915,-8.541,Number of Wet Days,168
2009,SCARRIFF (Fossabeg),52.915,-8.541,Precipitation Amount,1187.9
2009,SHANAGARRY NORTH,51.86,-8.035,Greatest Daily Fall,36.5
2009,SHANAGARRY NORTH,51.86,-8.035,Number of Rain Days,220
2009,SHANAGARRY NORTH,51.86,-8.035,Number of Wet Days,164
2009,SHANAGARRY NORTH,51.86,-8.035,Precipitation Amount,1245.1
2009,SHANAGOLDEN (Old Abbey),52.576,-9.062,Greatest Daily Fall,29.9
2009,SHANAGOLDEN (Old Abbey),52.576,-9.062,Number of Rain Days,253
2009,SHANAGOLDEN (Old Abbey),52.576,-9.062,Number of Wet Days,189
2009,SHANAGOLDEN (Old Abbey),52.576,-9.062,Precipitation Amount,1265.3
2009,SHANNON,52.69,-8.918055555555554,Mean Temperature,106.592
2009,SHANNON AIRPORT,52.69,-8.918,Precipitation Amount,1165.7
2009,SHANTONAGH (Tooa),54.054,-6.851,Greatest Daily Fall,39.1
2009,SHANTONAGH (Tooa),54.054,-6.851,Number of Rain Days,223
2009,SHANTONAGH (Tooa),54.054,-6.851,Number of Wet Days,179
2009,SHANTONAGH (Tooa),54.054,-6.851,Precipitation Amount,1074.3
2009,SHERKIN ISLAND,51.476,-9.428,Greatest Daily Fall,47.1
2009,SHERKIN ISLAND,51.476,-9.428,Number of Rain Days,230
2009,SHERKIN ISLAND,51.476,-9.428,Number of Wet Days,186
2009,SHERKIN ISLAND,51.476,-9.428,Precipitation Amount,2899.1
2009,SHERKIN ISLAND,51.476,-9.428,Maximum Temperature,13.95
2009,SHERKIN ISLAND,51.476,-9.428,Minimum Temperature,8.597
2009,SHERKIN ISLAND,51.47611111111112,-9.428055555555554,Mean Temperature,109.956
2009,SILVERMINES MTNS. (Curreeny),52.734,-8.146,Precipitation Amount,1754.7
2009,SILVERMINES MTNS.(Curreeny),52.734,-8.146,Greatest Daily Fall,40
2009,SILVERMINES MTNS.(Curreeny),52.734,-8.146,Number of Rain Days,258
2009,SILVERMINES MTNS.(Curreeny),52.734,-8.146,Number of Wet Days,215
2009,SKIBEREEN (WaterTreatmentPlant),51.574,-9.27,Greatest Daily Fall,59.6
2009,SKIBEREEN (WaterTreatmentPlant),51.574,-9.27,Number of Rain Days,231
2009,SKIBEREEN (WaterTreatmentPlant),51.574,-9.27,Number of Wet Days,197
2009,SKIBEREEN (WaterTreatmentPlant),51.574,-9.27,Precipitation Amount,1804.3
2009,SLANE (Ardcalf),53.739,-6.566,Greatest Daily Fall,45
2009,SLANE (Ardcalf),53.739,-6.566,Number of Rain Days,213
2009,SLANE (Ardcalf),53.739,-6.566,Number of Wet Days,155
2009,SLANE (Ardcalf),53.739,-6.566,Precipitation Amount,843.5
2009,SLIEVE BLOOM MTNS. (Nealstown),52.994,-7.705,Greatest Daily Fall,56.2
2009,SLIEVE BLOOM MTNS. (Nealstown),52.994,-7.705,Number of Rain Days,246
2009,SLIEVE BLOOM MTNS. (Nealstown),52.994,-7.705,Number of Wet Days,192
2009,SLIEVE BLOOM MTNS. (Nealstown),52.994,-7.705,Precipitation Amount,1362.5
2009,SLIEVE BLOOM MTNS. (Nealstown),52.994,-7.705,Maximum Temperature,12.746
2009,SLIEVE BLOOM MTNS. (Nealstown),52.994,-7.705,Minimum Temperature,4.975
2009,SLIEVE BLOOM MTNS.(NEALSTOWN),52.99305555555556,-7.703888888888889,Mean Temperature,88.274
2009,SNEEM,51.839,-9.903,Greatest Daily Fall,54.2
2009,SNEEM,51.839,-9.903,Number of Rain Days,271
2009,SNEEM,51.839,-9.903,Number of Wet Days,234
2009,SNEEM,51.839,-9.903,Precipitation Amount,2496.4
2009,STRAFFAN (Turnings),53.285,-6.624,Greatest Daily Fall,40
2009,STRAFFAN (Turnings),53.285,-6.624,Number of Rain Days,163
2009,STRAFFAN (Turnings),53.285,-6.624,Number of Wet Days,142
2009,STRAFFAN (Turnings),53.285,-6.624,Precipitation Amount,974.5
2009,STROKESTOWN (Carrowclogher),53.753,-8.108,Greatest Daily Fall,38
2009,STROKESTOWN (Carrowclogher),53.753,-8.108,Number of Rain Days,245
2009,STROKESTOWN (Carrowclogher),53.753,-8.108,Number of Wet Days,212
2009,STROKESTOWN (Carrowclogher),53.753,-8.108,Precipitation Amount,1356.1
2009,TAGHMON (Kilgarvan),52.351,-6.698,Greatest Daily Fall,39
2009,TAGHMON (Kilgarvan),52.351,-6.698,Number of Rain Days,218
2009,TAGHMON (Kilgarvan),52.351,-6.698,Number of Wet Days,168
2009,TAGHMON (Kilgarvan),52.351,-6.698,Precipitation Amount,1521.1
2009,TALLOW KILMORE,52.074,-7.982,Greatest Daily Fall,44.8
2009,TALLOW KILMORE,52.074,-7.982,Number of Rain Days,232
2009,TALLOW KILMORE,52.074,-7.982,Number of Wet Days,174
2009,TALLOW KILMORE,52.074,-7.982,Precipitation Amount,1549.2
2009,TALLOWBRIDGE,52.106,-8.003,Greatest Daily Fall,41.9
2009,TALLOWBRIDGE,52.106,-8.003,Number of Rain Days,224
2009,TALLOWBRIDGE,52.106,-8.003,Number of Wet Days,175
2009,TALLOWBRIDGE,52.106,-8.003,Precipitation Amount,1167.4
2009,TERMON (Goldrum),55.062,-7.809,Greatest Daily Fall,44.6
2009,TERMON (Goldrum),55.062,-7.809,Number of Rain Days,280
2009,TERMON (Goldrum),55.062,-7.809,Number of Wet Days,232
2009,TERMON (Goldrum),55.062,-7.809,Precipitation Amount,1549.5
2009,TERMONBARRY,53.741,-7.917,Greatest Daily Fall,33.8
2009,TERMONBARRY,53.741,-7.917,Number of Rain Days,237
2009,TERMONBARRY,53.741,-7.917,Number of Wet Days,185
2009,TERMONBARRY,53.741,-7.917,Precipitation Amount,1109.9
2009,TINAHELY (Mucklagh),52.814,-6.391,Greatest Daily Fall,49.9
2009,TINAHELY (Mucklagh),52.814,-6.391,Number of Rain Days,209
2009,TINAHELY (Mucklagh),52.814,-6.391,Number of Wet Days,187
2009,TINAHELY (Mucklagh),52.814,-6.391,Precipitation Amount,1523.2
2009,TOGHER (Barmeath Castle),53.826,-6.334,Greatest Daily Fall,26.4
